traveler_id,name,nationality,gender,age,synthetic,persona_match,base_city,base_country,base_country_code,base_inference,base_region,base_detailed_region,home_airport,trip_count,distinct_destinations,first_year,last_year,trips_per_year,cold_start,pref_unesco,pref_michelin,pref_weather,pref_allocentric,pref_holiday,pref_beach,pref_ski,scored_trips,median_duration_days,median_accommodation_cost,median_transportation_cost,first_class_share,loyalist_carrier,tag_labels,home_airport_is_hub,distinct_carriers,entropy,entropy_norm_global,region_entropy_norm_global,tag_count,month_share_january,month_share_february,month_share_march,month_share_april,month_share_may,month_share_june,month_share_july,month_share_august,month_share_september,month_share_october,month_share_november,month_share_december
ana-maria-matute,Ana Maria Matute,Spanish,Female,27,0,nationality,Madrid,Spain,ES,primary,Europe,Southern Europe,,1,1,2023,2023,1.0,1,0.578,0.769,0.799,0.2642,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,600.0,600.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
andre-brink,Andre Brink,South African,Male,45,0,nationality,Johannesburg,South Africa,ZA,primary,Africa,Southern Africa,,1,1,2023,2023,1.0,1,0.458,0.0,0.663,0.5964,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",9.0,3000.0,2000.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
annie-m-g-schmidt,Annie M. G. Schmidt,Dutch,Female,31,0,nationality,Rotterdam,Netherlands,NL,avoided_visited,Europe,Western Europe,,1,1,2023,2023,1.0,1,0.747,0.819,0.772,0.2178,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,1100.0,700.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
arthur-yap,Arthur Yap,Singapore,Male,45,0,nationality,Singapore,Singapore,SG,primary,Asia,South-eastern Asia,,1,1,2022,2022,1.0,1,0.0,0.663,,0.6624,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 0, ""allocentric"": 1}",7.0,2000.0,700.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ba-jin,Ba Jin,China,Male,50,0,nationality,Beijing,China,CN,primary,Asia,Eastern Asia,,1,1,2023,2023,1.0,1,0.458,0.936,0.689,0.05,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",6.0,800.0,300.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bing-xin,Bing Xin,Chinese,Female,30,0,nationality,Beijing,China,CN,primary,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.458,0.0,0.749,0.3238,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",10.0,900.0,1000.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
carlos-drummond-de-andrade,Carlos Drummond de Andrade,Brazilian,Male,25,0,nationality,Sao Paulo,Brazil,BR,primary,Americas,South America,,1,1,2024,2024,1.0,1,0.578,0.602,0.748,0.4542,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,900.0,600.0,0.0,,,,0,,,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carmen-laforet,Carmen Laforet,Spanish,Female,29,0,nationality,Madrid,Spain,ES,primary,Europe,Southern Europe,,1,1,2024,2024,1.0,1,0.578,0.769,0.786,0.2642,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,700.0,250.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carmen-martin-gaite,Carmen Martin Gaite,Spain,Female,27,0,nationality,Madrid,Spain,ES,primary,Europe,Southern Europe,,1,1,2024,2024,1.0,1,0.458,0.0,0.797,0.5964,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,500.0,1500.0,0.0,,,,0,,,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carol-shields,Carol Shields,Canadian,Female,28,0,nationality,Toronto,Canada,CA,primary,Americas,Northern America,,1,1,2023,2023,1.0,1,0.458,0.936,0.579,0.05,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1400.0,800.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
charlotte-bronte,Charlotte Bronte,British,Female,32,0,nationality,London,United Kingdom,GB,primary,Europe,Northern Europe,,1,1,2025,2025,1.0,1,0.0,0.663,,0.6624,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 0, ""allocentric"": 1}",7.0,700.0,800.0,0.0,,,,0,,,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
choi-in-hun,Choi In-hun,South Korean,Male,27,0,nationality,Busan,South Korea,KR,avoided_visited,Asia,Eastern Asia,,1,1,2024,2024,1.0,1,0.812,0.82,0.737,0.2329,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,500.0,20.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clarice-lispector,Clarice Lispector,Brazilian,Female,30,0,nationality,Sao Paulo,Brazil,BR,primary,Americas,South America,,1,1,2022,2022,1.0,1,0.578,0.602,0.72,0.4542,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1200.0,700.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
dante-alighieri,Dante Alighieri,Italian,Male,41,0,nationality,Milan,Italy,IT,avoided_visited,Europe,Southern Europe,,1,1,2025,2025,1.0,1,0.867,0.727,0.726,0.2413,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",6.0,1300.0,100.0,0.0,,,,0,,,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daphne-du-maurier,Daphne du Maurier,British,Female,29,0,nationality,London,United Kingdom,GB,primary,Europe,Northern Europe,,1,1,2023,2023,1.0,1,0.458,0.936,0.78,0.05,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",14.0,2000.0,1000.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ding-ling,Ding Ling,Chinese,Female,29,0,nationality,Beijing,China,CN,primary,Asia,Eastern Asia,,1,1,2024,2024,1.0,1,0.0,0.0,,0.2843,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 0, ""allocentric"": 1}",8.0,3000.0,1200.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
edgar-allan-poe,Edgar Allan Poe,American,Male,28,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2022,2022,1.0,1,0.671,0.993,0.686,0.1604,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,400.0,700.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
edith-wharton,Edith Wharton,American,Female,30,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2023,2023,1.0,1,0.671,0.993,0.723,0.1604,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",9.0,900.0,400.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
eileen-chang,Eileen Chang,Chinese,Female,26,0,nationality,Beijing,China,CN,primary,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.458,0.0,0.669,0.3238,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",11.0,800.0,1000.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elizabeth-jolley,Elizabeth Jolley,Australian,Female,31,0,nationality,Melbourne,Australia,AU,avoided_visited,Oceania,Australia and New Zealand,,1,1,2023,2023,1.0,1,0.458,0.0,0.773,0.3238,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",6.0,6000.0,3000.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
elsa-morante,Elsa Morante,Italian,Female,30,0,nationality,Milan,Italy,IT,avoided_visited,Europe,Southern Europe,,1,1,2022,2022,1.0,1,0.867,0.727,0.703,0.2413,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",11.0,200.0,350.0,0.0,,,,0,,,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emily-bronte,Emily Bronte,British,Female,28,0,nationality,London,United Kingdom,GB,primary,Europe,Northern Europe,,1,1,2023,2023,1.0,1,0.289,0.999,0.671,0.2007,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,7000.0,1500.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emily-dickinson,Emily Dickinson,American,Female,31,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2022,2022,1.0,1,0.671,0.993,0.78,0.1604,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1400.0,600.0,0.0,,,,0,,,0.2242,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
f-scott-fitzgerald,F. Scott Fitzgerald,American,Male,41,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2022,2022,1.0,1,0.0,0.283,0.697,0.3101,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,1300.0,600.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
fadwa-tuqan,Fadwa Tuqan,United Arab Emirates,Female,29,0,region,Abu Dhabi,United Arab Emirates,AE,avoided_visited,Asia,Western Asia,,1,1,2022,2022,1.0,1,0.0,0.748,0.692,0.2951,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",5.0,1500.0,300.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
fatema-mernissi,Fatema Mernissi,Moroccan,Female,26,0,nationality,Casablanca,Morocco,MA,primary,Africa,Northern Africa,,1,1,2024,2024,1.0,1,0.289,0.0,0.699,0.5813,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,600.0,400.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
frank-sargeson,Frank Sargeson,New Zealander,Male,39,0,nationality,Wellington,New Zealand,NZ,avoided_visited,Oceania,Australia and New Zealand,,1,1,2023,2023,1.0,1,0.0,0.609,0.675,0.3887,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,7000.0,2500.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gabrielle-roy,Gabrielle Roy,Canadian,Female,33,0,nationality,Toronto,Canada,CA,primary,Americas,Northern America,,1,1,2023,2023,1.0,1,0.289,0.0,0.634,0.6584,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,800.0,800.0,0.0,,,,0,,,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
george-eliot,George Eliot,British,Female,35,0,nationality,Manchester,United Kingdom,GB,avoided_visited,Europe,Northern Europe,,1,1,2023,2023,1.0,1,0.671,0.954,0.77,0.1327,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",6.0,1200.0,150.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
george-orwell,George Orwell,British,Male,29,0,nationality,Manchester,United Kingdom,GB,avoided_visited,Europe,Northern Europe,,1,1,2021,2021,1.0,1,0.671,0.954,0.655,0.1327,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",11.0,300.0,400.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
grazia-deledda,Grazia Deledda,Italy,Female,31,0,nationality,Milan,Italy,IT,avoided_visited,Europe,Southern Europe,,1,1,2022,2022,1.0,1,0.867,0.727,0.789,0.2413,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1100.0,250.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
han-yong-un,Han Yong-un,South Korea,Male,45,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.458,0.0,0.747,0.3238,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",9.0,200.0,1200.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
harper-lee,Harper Lee,American,Female,27,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2023,2023,1.0,1,0.458,0.936,0.7,0.05,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",5.0,600.0,100.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hella-haasse,Hella Haasse,Dutch,Female,31,0,nationality,Rotterdam,Netherlands,NL,avoided_visited,Europe,Western Europe,,1,1,2024,2024,1.0,1,0.747,0.819,0.7,0.2178,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1200.0,200.0,0.0,,,,0,,,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
henry-lawson,Henry Lawson,Australian,Male,32,0,nationality,Melbourne,Australia,AU,avoided_visited,Oceania,Australia and New Zealand,,1,1,2023,2023,1.0,1,0.458,0.0,0.739,0.3238,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1000.0,600.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
heo-nanseolheon,Heo Nanseolheon,Korean,Female,27,0,nationality,Busan,South Korea,KR,avoided_visited,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.812,0.82,0.737,0.2329,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",10.0,800.0,150.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ho-xuan-huong,Ho Xuan Huong,Vietnamese,Female,26,0,nationality,Ho Chi Minh City,Vietnam,VN,primary,Asia,South-eastern Asia,,1,1,2023,2023,1.0,1,0.289,0.999,0.699,0.2007,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,700.0,200.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hwang-jini,Hwang Jini,Korean,Female,27,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,1,1,2024,2024,1.0,1,0.0,0.847,0.652,0.5795,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,400.0,400.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jack-london,Jack London,American,Male,27,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2024,2024,1.0,1,0.289,0.0,0.634,0.6584,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,2200.0,1000.0,0.0,,,,0,,,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
james-baldwin,James Baldwin,American,Male,42,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2023,2023,1.0,1,0.671,0.993,0.712,0.1604,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",5.0,1500.0,800.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jane-austen,Jane Austen,British,Female,29,0,nationality,London,United Kingdom,GB,primary,Europe,Northern Europe,,1,1,2023,2023,1.0,1,0.458,0.0,0.797,0.5964,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",9.0,800.0,200.0,0.0,,,,0,,,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jin-yong,Jin Yong,Hong Kong,Male,42,0,nationality,Hong Kong,Hong Kong,HK,primary,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.458,0.936,0.738,0.05,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",5.0,1200.0,200.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
joao-guimaraes-rosa,Joao Guimaraes Rosa,Brazil,Male,33,0,nationality,Sao Paulo,Brazil,BR,primary,Americas,South America,,1,1,2024,2024,1.0,1,0.578,0.602,0.708,0.4542,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,900.0,400.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
johann-wolfgang-von-goethe,Johann Wolfgang von Goethe,Germany,Male,41,0,nationality,Berlin,Germany,DE,primary,Europe,Western Europe,,1,1,2024,2024,1.0,1,0.747,0.819,0.633,0.2178,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,600.0,150.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
john-steinbeck,John Steinbeck,American,Male,29,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2023,2023,1.0,1,0.289,0.999,0.758,0.2007,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,1000.0,200.0,0.0,,,,0,,,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jorge-amado,Jorge Amado,Brazilian,Male,37,0,nationality,Sao Paulo,Brazil,BR,primary,Americas,South America,,1,1,2023,2023,1.0,1,0.578,0.602,0.753,0.4542,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",9.0,2500.0,2000.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
kamala-das,Kamala Das,Indian,Female,23,0,nationality,Mumbai,India,IN,primary,Asia,Southern Asia,,1,1,2024,2024,1.0,1,0.0,0.847,0.759,0.5795,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,400.0,50.0,0.0,,,,0,,,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kang-kyeong-ae,Kang Kyeong-ae,South Korean,Female,27,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,1,1,2023,2023,1.0,1,0.458,0.0,0.749,0.3238,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,900.0,200.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kenzaburo-oe,Kenzaburo Oe,Japan,Male,42,0,nationality,Tokyo,Japan,JP,primary,Asia,Eastern Asia,,1,1,2023,2023,1.0,1,0.0,0.847,0.732,0.5795,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,300.0,100.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
kim-dong-ni,Kim Dong-ni,Korean,Male,24,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.0,0.685,0.835,0.2439,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,400.0,150.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kim-myeong-sun,Kim Myeong-sun,South Korean,Female,35,0,nationality,Seoul,South Korea,KR,primary,Asia,Eastern Asia,,1,1,2022,2022,1.0,1,0.289,0.0,0.714,0.6584,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,500.0,800.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
kurt-vonnegut,Kurt Vonnegut,American,Male,35,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2023,2023,1.0,1,0.671,0.993,0.766,0.1604,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",6.0,5000.0,2500.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l-m-montgomery,L. M. Montgomery,Canadian,Female,29,0,nationality,Toronto,Canada,CA,primary,Americas,Northern America,,1,1,2023,2023,1.0,1,0.0,0.685,0.791,0.2439,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",6.0,5000.0,3000.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lao-she,Lao She,Chinese,Male,26,0,nationality,Beijing,China,CN,primary,Asia,Eastern Asia,,1,1,2024,2024,1.0,1,0.289,0.82,0.85,0.0885,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,1200.0,300.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
leonard-cohen,Leonard Cohen,Canada,Male,26,0,nationality,Toronto,Canada,CA,primary,Americas,Northern America,,1,1,2022,2022,1.0,1,0.458,0.0,0.723,0.3238,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",9.0,300.0,900.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lin-hai-yin,Lin Hai-yin,Taiwan,Female,31,0,nationality,Taipei,Taiwan,TW,primary,Asia,Eastern Asia,,1,1,2023,2023,1.0,1,0.867,0.727,0.791,0.2413,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,700.0,900.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lu-xun,Lu Xun,Chinese,Male,28,0,nationality,Beijing,China,CN,primary,Asia,Eastern Asia,,1,1,2023,2023,1.0,1,0.289,0.0,0.714,0.6584,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",10.0,1500.0,700.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
machado-de-assis,Machado de Assis,Brazilian,Male,30,0,nationality,Sao Paulo,Brazil,BR,primary,Americas,South America,,1,1,2024,2024,1.0,1,0.578,0.602,0.748,0.4542,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",9.0,800.0,150.0,0.0,,,,0,,,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mahasweta-devi,Mahasweta Devi,Indian,Female,33,0,nationality,Mumbai,India,IN,primary,Asia,Southern Asia,,1,1,2024,2024,1.0,1,0.0,0.847,0.625,0.5795,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",8.0,300.0,700.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
margaret-laurence,Margaret Laurence,Canadian,Female,28,0,nationality,Toronto,Canada,CA,primary,Americas,Northern America,,1,1,2023,2023,1.0,1,0.0,0.663,,0.6624,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 0, ""allocentric"": 1}",5.0,800.0,500.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
maria-zambrano,Maria Zambrano,Spanish,Female,25,0,nationality,Madrid,Spain,ES,primary,Europe,Southern Europe,,1,1,2023,2023,1.0,1,0.578,0.769,0.752,0.2642,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",7.0,6000.0,2500.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mark-twain,Mark Twain,American,Male,25,0,nationality,"Washington, D.C.",United States,US,primary,Americas,Northern America,,1,1,2023,2023,1.0,1,0.289,0.999,0.676,0.2007,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",10.0,500.0,100.0,0.0,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mary-shelley,Mary Shelley,UK,Female,37,0,nationality,Manchester,United Kingdom,GB,avoided_visited,Europe,Northern Europe,,1,1,2023,2023,1.0,1,0.671,0.954,0.678,0.1327,,,,"{""unesco"": 1, ""michelin"": 1, ""weather"": 1, ""allocentric"": 1}",5.0,600.0,700.0,0.0,,,,0,,,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
